City_ID,coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,rain,snow
511,,,,,,,,,,,,,,castlegar,49.2998,-117.6689,20.16,53.0,0.0,1.57,CA,1722582613.0,,
512,"{'lon': -52.6478, 'lat': 5.1552}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 24.03, 'feels_like': 24.76, 'temp_min': 24.03, 'temp_max': 24.03, 'pressure': 1013, 'humidity': 87, 'sea_level': 1013, 'grnd_level': 1011}",10000.0,"{'speed': 1.61, 'deg': 186, 'gust': 1.85}",{'all': 24},1722582614.0,"{'type': 1, 'id': 8669, 'country': 'GF', 'sunrise': 1722590802, 'sunset': 1722635210}",-10800.0,3381303.0,Kourou,200.0,,,,,,,,,,,
513,,,,,,,,,,,,,,kourou,5.1552,-52.6478,24.03,87.0,24.0,1.61,GF,1722582614.0,,
514,"{'lon': -121.4238, 'lat': 38.421}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 24.61, 'feels_like': 24.51, 'temp_min': 22.88, 'temp_max': 27.58, 'pressure': 1015, 'humidity': 53, 'sea_level': 1015, 'grnd_level': 1014}",10000.0,"{'speed': 2.57, 'deg': 180}",{'all': 0},1722582615.0,"{'type': 2, 'id': 2002655, 'country': 'US', 'sunrise': 1722604146, 'sunset': 1722654877}",-25200.0,5364271.0,Laguna,200.0,,,,,,,,,,,
515,,,,,,,,,,,,,,laguna,38.421,-121.4238,27.58,53.0,0.0,2.57,US,1722582615.0,,
516,"{'lon': 70.4439, 'lat': 54.9056}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 23.8, 'feels_like': 24.01, 'temp_min': 23.8, 'temp_max': 23.8, 'pressure': 999, 'humidity': 68, 'sea_level': 999, 'grnd_level': 984}",10000.0,"{'speed': 3.21, 'deg': 124, 'gust': 4.48}",{'all': 100},1722582616.0,"{'country': 'KZ', 'sunrise': 1722554971, 'sunset': 1722611960}",18000.0,1525014.0,Būlaevo,200.0,,,,,,,,,,,
517,,,,,,,,,,,,,,bulayevo,54.9056,70.4439,23.8,68.0,100.0,3.21,KZ,1722582616.0,,
518,"{'lon': 86.6167, 'lat': 20.3167}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 29.55, 'feels_like': 34.19, 'temp_min': 29.55, 'temp_max': 29.55, 'pressure': 999, 'humidity': 71, 'sea_level': 999, 'grnd_level': 999}",10000.0,"{'speed': 6.32, 'deg': 227, 'gust': 10.79}",{'all': 100},1722582617.0,"{'country': 'IN', 'sunrise': 1722556129, 'sunset': 1722603039}",19800.0,1260393.0,Paradip,200.0,,,,,,,,,,,
519,,,,,,,,,,,,,,paradip garh,20.3167,86.6167,29.55,71.0,100.0,6.32,IN,1722582617.0,,
520,"{'lon': 40.7, 'lat': 7.1333}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 19.76, 'feels_like': 19.23, 'temp_min': 19.76, 'temp_max': 19.76, 'pressure': 1016, 'humidity': 55, 'sea_level': 1016, 'grnd_level': 814}",10000.0,"{'speed': 4.27, 'deg': 227, 'gust': 4.81}",{'all': 80},1722582618.0,"{'country': 'ET', 'sunrise': 1722568244, 'sunset': 1722612963}",10800.0,336454.0,Ginir,200.0,,,,,,,,,,,
521,,,,,,,,,,,,,,ginir,7.1333,40.7,19.76,55.0,80.0,4.27,ET,1722582618.0,,
522,"{'lon': 72.9667, 'lat': 3.7833}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 28.63, 'feels_like': 32.1, 'temp_min': 28.63, 'temp_max': 28.63, 'pressure': 1011, 'humidity': 71, 'sea_level': 1011, 'grnd_level': 1011}",10000.0,"{'speed': 2.63, 'deg': 208, 'gust': 2.6}",{'all': 77},1722582619.0,"{'country': 'MV', 'sunrise': 1722560760, 'sunset': 1722604960}",18000.0,1337605.0,Mahibadhoo,200.0,,,,,,,,,,,
523,,,,,,,,,,,,,,mahibadhoo,3.7833,72.9667,28.63,71.0,77.0,2.63,MV,1722582619.0,,
524,"{'lon': 41.6907, 'lat': 27.5219}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 35.01, 'feels_like': 33.06, 'temp_min': 35.01, 'temp_max': 35.01, 'pressure': 1006, 'humidity': 20, 'sea_level': 1006, 'grnd_level': 893}",10000.0,"{'speed': 5.14, 'deg': 340}",{'all': 0},1722582620.0,"{'type': 1, 'id': 7413, 'country': 'SA', 'sunrise': 1722566232, 'sunset': 1722614500}",10800.0,106281.0,Ha'il,200.0,,,,,,,,,,,
525,,,,,,,,,,,,,,ha'il,27.5219,41.6907,35.01,20.0,0.0,5.14,SA,1722582620.0,,
526,"{'lon': 18.1167, 'lat': -19.5667}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 19.43, 'feels_like': 17.95, 'temp_min': 19.43, 'temp_max': 19.43, 'pressure': 1019, 'humidity': 20, 'sea_level': 1019, 'grnd_level': 864}",10000.0,"{'speed': 2.25, 'deg': 66, 'gust': 3.51}",{'all': 0},1722582599.0,"{'country': 'NA', 'sunrise': 1722575760, 'sunset': 1722616287}",7200.0,3357114.0,Grootfontein,200.0,,,,,,,,,,,
527,,,,,,,,,,,,,,grootfontein,-19.5667,18.1167,19.43,20.0,0.0,2.25,NA,1722582599.0,,
528,"{'lon': 53.3167, 'lat': 47.65}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 30.7, 'feels_like': 29, 'temp_min': 30.7, 'temp_max': 30.7, 'pressure': 1006, 'humidity': 24, 'sea_level': 1006, 'grnd_level': 1009}",10000.0,"{'speed': 6.68, 'deg': 277, 'gust': 7.81}",{'all': 8},1722582622.0,"{'country': 'KZ', 'sunrise': 1722560728, 'sunset': 1722614424}",18000.0,608872.0,Maqat,200.0,,,,,,,,,,,
529,,,,,,,,,,,,,,maqat,47.65,53.3167,30.7,24.0,8.0,6.68,KZ,1722582622.0,,
530,"{'lon': 27.0288, 'lat': 68.906}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 13.31, 'feels_like': 13.1, 'temp_min': 13.11, 'temp_max': 13.31, 'pressure': 1013, 'humidity': 92, 'sea_level': 1013, 'grnd_level': 989}",10000.0,"{'speed': 3.23, 'deg': 37, 'gust': 6.44}",{'all': 100},1722582623.0,"{'type': 2, 'id': 2014193, 'country': 'FI', 'sunrise': 1722557828, 'sunset': 1722629941}",10800.0,656657.0,Inari,200.0,,,,,,,,,,,
531,,,,,,,,,,,,,,inari,68.906,27.0288,13.31,92.0,100.0,3.23,FI,1722582623.0,,
532,"{'lon': 166.8941, 'lat': 11.1635}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 28.86, 'feels_like': 33.35, 'temp_min': 28.86, 'temp_max': 28.86, 'pressure': 1010, 'humidity': 75, 'sea_level': 1010, 'grnd_level': 1010}",10000.0,"{'speed': 2.78, 'deg': 75, 'gust': 2.69}",{'all': 4},1722582624.0,"{'country': 'MH', 'sunrise': 1722537634, 'sunset': 1722583002}",43200.0,7306520.0,Rongelap,200.0,,,,,,,,,,,
533,,,,,,,,,,,,,,rongelap,11.1635,166.8941,28.86,75.0,4.0,2.78,MH,1722582624.0,,
534,"{'lon': -34.8553, 'lat': -8.0089}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 25.85, 'feels_like': 26.19, 'temp_min': 25.85, 'temp_max': 25.85, 'pressure': 1016, 'humidity': 65, 'sea_level': 1016, 'grnd_level': 1014}",10000.0,"{'speed': 6.69, 'deg': 150}",{'all': 40},1722582561.0,"{'type': 1, 'id': 8426, 'country': 'BR', 'sunrise': 1722587540, 'sunset': 1722629933}",-10800.0,3393536.0,Olinda,200.0,,,,,,,,,,,
535,,,,,,,,,,,,,,olinda,-8.0089,-34.8553,25.85,65.0,40.0,6.69,BR,1722582561.0,,
536,"{'lon': 45.2794, 'lat': -12.7967}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 28.88, 'feels_like': 30.98, 'temp_min': 28.88, 'temp_max': 28.88, 'pressure': 1020, 'humidity': 61, 'sea_level': 1020, 'grnd_level': 1017}",10000.0,"{'speed': 7.2, 'deg': 160}",{'all': 20},1722582627.0,"{'type': 1, 'id': 2131, 'country': 'YT', 'sunrise': 1722568686, 'sunset': 1722610323}",10800.0,921707.0,Pamandzi,200.0,,,,,,,,,,,
537,,,,,,,,,,,,,,pamandzi,-12.7967,45.2794,28.88,61.0,20.0,7.2,YT,1722582627.0,,
538,"{'lon': 26.8833, 'lat': 61.4167}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 17.06, 'feels_like': 17.2, 'temp_min': 17.06, 'temp_max': 17.06, 'pressure': 1003, 'humidity': 91, 'sea_level': 1003, 'grnd_level': 991}",10000.0,"{'speed': 2.34, 'deg': 330, 'gust': 3.6}",{'all': 100},1722582628.0,"{'type': 1, 'id': 1350, 'country': 'FI', 'sunrise': 1722563185, 'sunset': 1722624654}",10800.0,646699.0,Mäntyharju,200.0,,,,,,,,,,{'1h': 0.12},
539,,,,,,,,,,,,,,mantyharju,61.4167,26.8833,17.06,91.0,100.0,2.34,FI,1722582628.0,,
540,"{'lon': -1.1536, 'lat': 46.1882}","[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",stations,"{'temp': 17.99, 'feels_like': 18.3, 'temp_min': 17.99, 'temp_max': 18.43, 'pressure': 1015, 'humidity': 94, 'sea_level': 1015, 'grnd_level': 1015}",1700.0,"{'speed': 2.57, 'deg': 40}",{'all': 100},1722582629.0,"{'type': 1, 'id': 6458, 'country': 'FR', 'sunrise': 1722574078, 'sunset': 1722627218}",7200.0,3009052.0,Lagord,200.0,,,,,,,,,,,
541,,,,,,,,,,,,,,lagord,46.1882,-1.1536,18.43,94.0,100.0,2.57,FR,1722582629.0,,
542,"{'lon': 145.701, 'lat': 15.1355}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 28.39, 'feels_like': 34.81, 'temp_min': 28.39, 'temp_max': 28.39, 'pressure': 1006, 'humidity': 89, 'sea_level': 1006, 'grnd_level': 1006}",10000.0,"{'speed': 3.6, 'deg': 230}",{'all': 40},1722582630.0,"{'type': 1, 'id': 7855, 'country': 'MP', 'sunrise': 1722542394, 'sunset': 1722588415}",36000.0,4041552.0,Saipan,200.0,,,,,,,,,,{'1h': 0.11},
543,,,,,,,,,,,,,,saipan,15.1355,145.701,28.39,89.0,40.0,3.6,MP,1722582630.0,,
544,"{'lon': 79.7333, 'lat': 11.4}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 34.72, 'feels_like': 39.28, 'temp_min': 34.72, 'temp_max': 34.72, 'pressure': 1006, 'humidity': 48, 'sea_level': 1006, 'grnd_level': 1005}",10000.0,"{'speed': 4.82, 'deg': 254, 'gust': 6.34}",{'all': 100},1722582631.0,"{'country': 'IN', 'sunrise': 1722558536, 'sunset': 1722603936}",19800.0,1278546.0,Annāmalainagar,200.0,,,,,,,,,,,
545,,,,,,,,,,,,,,annamalainagar,11.4,79.7333,34.72,48.0,100.0,4.82,IN,1722582631.0,,
546,"{'lon': 45.7749, 'lat': 38.4329}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 26.65, 'feels_like': 26.65, 'temp_min': 26.65, 'temp_max': 26.65, 'pressure': 1007, 'humidity': 36, 'sea_level': 1007, 'grnd_level': 836}",10000.0,"{'speed': 0.23, 'deg': 317, 'gust': 1.07}",{'all': 0},1722582632.0,"{'country': 'IR', 'sunrise': 1722563992, 'sunset': 1722614780}",12600.0,124862.0,Marand,200.0,,,,,,,,,,,
547,,,,,,,,,,,,,,marand,38.4329,45.7749,26.65,36.0,0.0,0.23,IR,1722582632.0,,
548,"{'lon': 57.5167, 'lat': -20.5167}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 25.21, 'feels_like': 25.38, 'temp_min': 24.08, 'temp_max': 25.21, 'pressure': 1022, 'humidity': 61, 'sea_level': 1022, 'grnd_level': 1020}",10000.0,"{'speed': 6.17, 'deg': 190}",{'all': 40},1722582633.0,"{'type': 1, 'id': 2061, 'country': 'MU', 'sunrise': 1722566388, 'sunset': 1722606747}",14400.0,933995.0,Souillac,200.0,,,,,,,,,,,
549,,,,,,,,,,,,,,souillac,-20.5167,57.5167,25.21,61.0,40.0,6.17,MU,1722582633.0,,
550,"{'lon': 151.2073, 'lat': -33.8679}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 14.01, 'feels_like': 13.4, 'temp_min': 13.08, 'temp_max': 15.06, 'pressure': 1028, 'humidity': 74, 'sea_level': 1028, 'grnd_level': 1023}",10000.0,"{'speed': 4.12, 'deg': 170}",{'all': 20},1722582428.0,"{'type': 2, 'id': 2018875, 'country': 'AU', 'sunrise': 1722545205, 'sunset': 1722582961}",36000.0,2147714.0,Sydney,200.0,,,,,,,,,,,
551,,,,,,,,,,,,,,sydney,-33.8679,151.2073,15.06,74.0,20.0,4.12,AU,1722582428.0,,
552,"{'lon': 145.8556, 'lat': 44.0306}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 18.34, 'feels_like': 18.5, 'temp_min': 18.34, 'temp_max': 18.34, 'pressure': 1008, 'humidity': 87, 'sea_level': 1008, 'grnd_level': 999}",10000.0,"{'speed': 3.45, 'deg': 166, 'gust': 5.66}",{'all': 80},1722582269.0,"{'country': 'RU', 'sunrise': 1722539133, 'sunset': 1722591602}",39600.0,2119447.0,Yuzhno-Kurilsk,200.0,,,,,,,,,,,
553,,,,,,,,,,,,,,yuzhno-kurilsk,44.0306,145.8556,18.34,87.0,80.0,3.45,RU,1722582269.0,,
554,"{'lon': -96.747, 'lat': 40.2681}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 19.05, 'feels_like': 19.47, 'temp_min': 17.99, 'temp_max': 19.05, 'pressure': 1020, 'humidity': 94, 'sea_level': 1020, 'grnd_level': 972}",10000.0,"{'speed': 0, 'deg': 0}",{'all': 0},1722582636.0,"{'type': 1, 'id': 3437, 'country': 'US', 'sunrise': 1722597968, 'sunset': 1722649211}",-18000.0,5063646.0,Beatrice,200.0,,,,,,,,,,,
555,,,,,,,,,,,,,,beatrice,40.2681,-96.747,19.05,94.0,0.0,0.0,US,1722582636.0,,
556,"{'lon': -56.1674, 'lat': -34.8335}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 21.01, 'feels_like': 21.07, 'temp_min': 20.84, 'temp_max': 21.01, 'pressure': 1007, 'humidity': 73, 'sea_level': 1007, 'grnd_level': 1005}",10000.0,"{'speed': 9.26, 'deg': 20}",{'all': 0},1722582584.0,"{'type': 1, 'id': 8687, 'country': 'UY', 'sunrise': 1722595053, 'sunset': 1722632649}",-10800.0,3441575.0,Montevideo,200.0,,,,,,,,,,,
557,,,,,,,,,,,,,,montevideo,-34.8335,-56.1674,21.01,73.0,0.0,9.26,UY,1722582584.0,,
558,"{'lon': -117.5857, 'lat': 53.4001}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 13.21, 'feels_like': 12.54, 'temp_min': 13.21, 'temp_max': 13.21, 'pressure': 1022, 'humidity': 75, 'sea_level': 1022, 'grnd_level': 878}",10000.0,"{'speed': 1.88, 'deg': 321, 'gust': 1.72}",{'all': 2},1722582638.0,"{'country': 'CA', 'sunrise': 1722600545, 'sunset': 1722656636}",-21600.0,5975503.0,Hinton,200.0,,,,,,,,,,,
559,,,,,,,,,,,,,,hinton,53.4001,-117.5857,13.21,75.0,2.0,1.88,CA,1722582638.0,,
560,"{'lon': 29.65, 'lat': 12.05}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 24.14, 'feels_like': 24.57, 'temp_min': 24.14, 'temp_max': 24.14, 'pressure': 1015, 'humidity': 75, 'sea_level': 1015, 'grnd_level': 939}",10000.0,"{'speed': 4.89, 'deg': 199, 'gust': 6.91}",{'all': 95},1722582639.0,"{'country': 'SD', 'sunrise': 1722570505, 'sunset': 1722616006}",7200.0,376450.0,Dilling,200.0,,,,,,,,,,,
561,,,,,,,,,,,,,,dilling,12.05,29.65,24.14,75.0,95.0,4.89,SD,1722582639.0,,
562,"{'lon': -71.2261, 'lat': -14.2694}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 6.54, 'feels_like': 6.54, 'temp_min': 6.54, 'temp_max': 6.54, 'pressure': 1020, 'humidity': 81, 'sea_level': 1020, 'grnd_level': 623}",10000.0,"{'speed': 1.18, 'deg': 268, 'gust': 1.12}",{'all': 1},1722582640.0,"{'country': 'PE', 'sunrise': 1722596759, 'sunset': 1722638170}",-18000.0,3928679.0,Sicuani,200.0,,,,,,,,,,,
563,,,,,,,,,,,,,,sicuani,-14.2694,-71.2261,6.54,81.0,1.0,1.18,PE,1722582640.0,,
564,"{'lon': -60.3315, 'lat': 53.3168}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 10.85, 'feels_like': 10, 'temp_min': 10.85, 'temp_max': 10.85, 'pressure': 1010, 'humidity': 77, 'sea_level': 1010, 'grnd_level': 1003}",10000.0,"{'speed': 2.1, 'deg': 46, 'gust': 4.55}",{'all': 100},1722582641.0,"{'country': 'CA', 'sunrise': 1722586809, 'sunset': 1722642891}",-10800.0,5970458.0,Happy Valley-Goose Bay,200.0,,,,,,,,,,,
565,,,,,,,,,,,,,,happy valley-goose bay,53.3168,-60.3315,10.85,77.0,100.0,2.1,CA,1722582641.0,,
566,"{'lon': -89.8275, 'lat': 13.5928}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 26.95, 'feels_like': 28.69, 'temp_min': 26.95, 'temp_max': 26.95, 'pressure': 1013, 'humidity': 69, 'sea_level': 1013, 'grnd_level': 1003}",10000.0,"{'speed': 1.99, 'deg': 8, 'gust': 1.63}",{'all': 99},1722582642.0,"{'country': 'SV', 'sunrise': 1722599058, 'sunset': 1722644800}",-21600.0,3587498.0,Acajutla,200.0,,,,,,,,,,,
567,,,,,,,,,,,,,,acajutla,13.5928,-89.8275,26.95,69.0,99.0,1.99,SV,1722582642.0,,
568,"{'lon': 52.4703, 'lat': 59.617}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 20.39, 'feels_like': 20.03, 'temp_min': 20.39, 'temp_max': 20.39, 'pressure': 995, 'humidity': 59, 'sea_level': 995, 'grnd_level': 975}",10000.0,"{'speed': 0.97, 'deg': 199, 'gust': 1.95}",{'all': 67},1722582643.0,"{'country': 'RU', 'sunrise': 1722557772, 'sunset': 1722617786}",10800.0,500695.0,Rudnichnyy,200.0,,,,,,,,,,,
569,,,,,,,,,,,,,,rudnichnyy,59.617,52.4703,20.39,59.0,67.0,0.97,RU,1722582643.0,,
570,"{'lon': -119.2691, 'lat': 50.2581}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 24.53, 'feels_like': 24.27, 'temp_min': 23.12, 'temp_max': 25.16, 'pressure': 1017, 'humidity': 47, 'sea_level': 1017, 'grnd_level': 927}",10000.0,"{'speed': 0.45, 'deg': 280, 'gust': 0.89}",{'all': 38},1722582606.0,"{'type': 2, 'id': 2006440, 'country': 'CA', 'sunrise': 1722601669, 'sunset': 1722656321}",-25200.0,6173864.0,Vernon,200.0,,,,,,,,,,,
571,,,,,,,,,,,,,,vernon,50.2581,-119.2691,25.16,47.0,38.0,0.45,CA,1722582606.0,,
572,"{'lon': -17.7646, 'lat': 28.7781}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 20.06, 'feels_like': 20.03, 'temp_min': 20.06, 'temp_max': 20.82, 'pressure': 1018, 'humidity': 73, 'sea_level': 1018, 'grnd_level': 973}",10000.0,"{'speed': 6.17, 'deg': 360}",{'all': 20},1722582646.0,"{'type': 1, 'id': 2377, 'country': 'ES', 'sunrise': 1722580378, 'sunset': 1722628891}",3600.0,2517349.0,Garachiko,200.0,,,,,,,,,,,
573,,,,,,,,,,,,,,garachico,28.7781,-17.7646,20.82,73.0,20.0,6.17,ES,1722582646.0,,
574,"{'lon': 124.8333, 'lat': 48.4833}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 27.54, 'feels_like': 27.16, 'temp_min': 27.54, 'temp_max': 27.54, 'pressure': 1005, 'humidity': 38, 'sea_level': 1005, 'grnd_level': 980}",10000.0,"{'speed': 4.65, 'deg': 44, 'gust': 4.69}",{'all': 58},1722582647.0,"{'country': 'CN', 'sunrise': 1722543388, 'sunset': 1722597437}",28800.0,2035610.0,Nehe,200.0,,,,,,,,,,,
575,,,,,,,,,,,,,,nehe,48.4833,124.8333,27.54,38.0,58.0,4.65,CN,1722582647.0,,
576,"{'lon': 48.1967, 'lat': 11.1595}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 33.65, 'feels_like': 37.32, 'temp_min': 33.65, 'temp_max': 33.65, 'pressure': 1006, 'humidity': 49, 'sea_level': 1006, 'grnd_level': 1005}",10000.0,"{'speed': 1.85, 'deg': 268, 'gust': 5.24}",{'all': 100},1722582648.0,"{'country': 'SO', 'sunrise': 1722566125, 'sunset': 1722611484}",10800.0,55223.0,Las Khorey,200.0,,,,,,,,,,,
577,,,,,,,,,,,,,,las khorey,11.1595,48.1967,33.65,49.0,100.0,1.85,SO,1722582648.0,,
578,"{'lon': 131.9608, 'lat': 60.8953}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 18.19, 'feels_like': 16.87, 'temp_min': 18.19, 'temp_max': 18.19, 'pressure': 1009, 'humidity': 31, 'sea_level': 1009, 'grnd_level': 992}",10000.0,"{'speed': 4.13, 'deg': 341, 'gust': 6.2}",{'all': 77},1722582287.0,"{'country': 'RU', 'sunrise': 1722538148, 'sunset': 1722599256}",32400.0,2027786.0,Amga,200.0,,,,,,,,,,,
579,,,,,,,,,,,,,,amga,60.8953,131.9608,18.19,31.0,77.0,4.13,RU,1722582287.0,,
580,"{'lon': 121.297, 'lat': 24.9937}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 32.89, 'feels_like': 39.89, 'temp_min': 32.46, 'temp_max': 33.49, 'pressure': 1006, 'humidity': 63, 'sea_level': 1006, 'grnd_level': 993}",10000.0,"{'speed': 6.69, 'deg': 250}",{'all': 20},1722582650.0,"{'type': 2, 'id': 2005987, 'country': 'TW', 'sunrise': 1722547369, 'sunset': 1722595153}",28800.0,6696918.0,Taoyuan City,200.0,,,,,,,,,,,
581,,,,,,,,,,,,,,taoyuan city,24.9937,121.297,33.49,63.0,20.0,6.69,TW,1722582650.0,,
582,"{'lon': 68.4269, 'lat': 33.5536}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 28.68, 'feels_like': 27.22, 'temp_min': 28.68, 'temp_max': 28.68, 'pressure': 1000, 'humidity': 20, 'sea_level': 1000, 'grnd_level': 767}",10000.0,"{'speed': 3.37, 'deg': 53, 'gust': 3.99}",{'all': 0},1722582651.0,"{'country': 'AF', 'sunrise': 1722559159, 'sunset': 1722608739}",16200.0,1141269.0,Ghazni,200.0,,,,,,,,,,,
583,,,,,,,,,,,,,,ghazni,33.5536,68.4269,28.68,20.0,0.0,3.37,AF,1722582651.0,,
584,"{'lon': 64.4162, 'lat': 63.1906}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 22.45, 'feels_like': 22.24, 'temp_min': 22.45, 'temp_max': 22.45, 'pressure': 996, 'humidity': 57, 'sea_level': 996, 'grnd_level': 994}",10000.0,"{'speed': 4.52, 'deg': 74, 'gust': 6.42}",{'all': 100},1722582652.0,"{'country': 'RU', 'sunrise': 1722553306, 'sunset': 1722616518}",18000.0,1505965.0,Igrim,200.0,,,,,,,,,,,
585,,,,,,,,,,,,,,igrim,63.1906,64.4162,22.45,57.0,100.0,4.52,RU,1722582652.0,,
586,"{'lon': 140.3861, 'lat': 40.8061}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 30.06, 'feels_like': 37.01, 'temp_min': 30.06, 'temp_max': 30.85, 'pressure': 1006, 'humidity': 77, 'sea_level': 1006, 'grnd_level': 998}",10000.0,"{'speed': 3.07, 'deg': 329, 'gust': 2.72}",{'all': 49},1722582653.0,"{'type': 2, 'id': 236224, 'country': 'JP', 'sunrise': 1722540941, 'sunset': 1722592419}",32400.0,2129513.0,Shimokizukuri,200.0,,,,,,,,,,,
587,,,,,,,,,,,,,,shimokizukuri,40.8061,140.3861,30.85,77.0,49.0,3.07,JP,1722582653.0,,
588,"{'lon': 72.9402, 'lat': 41.8708}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 28.22, 'feels_like': 27.86, 'temp_min': 28.22, 'temp_max': 28.22, 'pressure': 1005, 'humidity': 40, 'sea_level': 1005, 'grnd_level': 864}",10000.0,"{'speed': 3.22, 'deg': 200, 'gust': 2.25}",{'all': 0},1722582654.0,"{'country': 'KG', 'sunrise': 1722556982, 'sunset': 1722608750}",21600.0,1538648.0,Toktogul,200.0,,,,,,,,,,,
589,,,,,,,,,,,,,,toktogul,41.8708,72.9402,28.22,40.0,0.0,3.22,KG,1722582654.0,,
590,"{'lon': 162.3373, 'lat': 11.3474}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 28.96, 'feels_like': 33.8, 'temp_min': 28.96, 'temp_max': 28.96, 'pressure': 1010, 'humidity': 76, 'sea_level': 1010, 'grnd_level': 1010}",10000.0,"{'speed': 4.75, 'deg': 77, 'gust': 4.91}",{'all': 100},1722582657.0,"{'country': 'MH', 'sunrise': 1722538713, 'sunset': 1722584111}",43200.0,7306511.0,Enewetak,200.0,,,,,,,,,,,
591,,,,,,,,,,,,,,enewetak,11.3474,162.3373,28.96,76.0,100.0,4.75,MH,1722582657.0,,
