City_ID,coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,rain,snow
0,"{'lon': 79.1667, 'lat': 52.2667}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 33.17, 'feels_like': 31.36, 'temp_min': 33.17, 'temp_max': 33.17, 'pressure': 1002, 'humidity': 23, 'sea_level': 1002, 'grnd_level': 987}",10000.0,"{'speed': 4.28, 'deg': 89, 'gust': 5.06}",{'all': 0},1722582328.0,"{'country': 'RU', 'sunrise': 1722553546, 'sunset': 1722609198}",25200.0,1503153.0,Klyuchi,200.0,,,,,,,,,,,
1,,,,,,,,,,,,,,klyuchi,52.2667,79.1667,33.17,23.0,0.0,4.28,RU,1722582328.0,,
2,"{'lon': 15.6401, 'lat': 78.2186}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 12.91, 'feels_like': 12.24, 'temp_min': 12.91, 'temp_max': 12.91, 'pressure': 1020, 'humidity': 76, 'sea_level': 1020, 'grnd_level': 1015}",10000.0,"{'speed': 2.06, 'deg': 280}",{'all': 0},1722582329.0,"{'type': 1, 'id': 1663, 'country': 'SJ', 'sunrise': 0, 'sunset': 0}",7200.0,2729907.0,Longyearbyen,200.0,,,,,,,,,,,
3,,,,,,,,,,,,,,longyearbyen,78.2186,15.6401,12.91,76.0,0.0,2.06,SJ,1722582329.0,,
4,"{'lon': 22.1833, 'lat': 62.4333}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 15.62, 'feels_like': 15.56, 'temp_min': 14.99, 'temp_max': 15.62, 'pressure': 1006, 'humidity': 89, 'sea_level': 1006, 'grnd_level': 990}",10000.0,"{'speed': 1.79, 'deg': 299, 'gust': 4.47}",{'all': 100},1722582330.0,"{'type': 2, 'id': 2080205, 'country': 'FI', 'sunrise': 1722563845, 'sunset': 1722626250}",10800.0,653627.0,Kauhajoki,200.0,,,,,,,,,,,
5,,,,,,,,,,,,,,kauhajoki,62.4333,22.1833,15.62,89.0,100.0,1.79,FI,1722582330.0,,
6,"{'lon': -97.828, 'lat': 28.0945}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 25.87, 'feels_like': 26.94, 'temp_min': 25.2, 'temp_max': 26.85, 'pressure': 1018, 'humidity': 93, 'sea_level': 1018, 'grnd_level': 1013}",10000.0,"{'speed': 2.77, 'deg': 137, 'gust': 6.56}",{'all': 100},1722582331.0,"{'type': 2, 'id': 2010562, 'country': 'US', 'sunrise': 1722599671, 'sunset': 1722648027}",-18000.0,4709615.0,Mathis,200.0,,,,,,,,,,,
7,,,,,,,,,,,,,,mathis,28.0945,-97.828,26.85,93.0,100.0,2.77,US,1722582331.0,,
8,"{'lon': -176.5597, 'lat': -43.9535}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 7.68, 'feels_like': 4.92, 'temp_min': 7.68, 'temp_max': 7.68, 'pressure': 1017, 'humidity': 86, 'sea_level': 1017, 'grnd_level': 1015}",10000.0,"{'speed': 4.47, 'deg': 206, 'gust': 10.28}",{'all': 14},1722582332.0,"{'type': 2, 'id': 2040615, 'country': 'NZ', 'sunrise': 1722625093, 'sunset': 1722660394}",45900.0,4032804.0,Waitangi,200.0,,,,,,,,,,,
9,,,,,,,,,,,,,,waitangi,-43.9535,-176.5597,7.68,86.0,14.0,4.47,NZ,1722582332.0,,
10,"{'lon': 100.3354, 'lat': 5.4112}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 32.83, 'feels_like': 35.95, 'temp_min': 32.72, 'temp_max': 32.97, 'pressure': 1009, 'humidity': 50, 'sea_level': 1009, 'grnd_level': 1006}",6000.0,"{'speed': 4.63, 'deg': 220}",{'all': 20},1722582308.0,"{'type': 2, 'id': 49151, 'country': 'MY', 'sunrise': 1722554065, 'sunset': 1722598518}",28800.0,1735106.0,George Town,200.0,,,,,,,,,,{'1h': 0.56},
11,,,,,,,,,,,,,,georgetown,5.4112,100.3354,32.97,50.0,20.0,4.63,MY,1722582308.0,,
12,"{'lon': 20.0403, 'lat': -34.5322}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 9.32, 'feels_like': 8.04, 'temp_min': 9.32, 'temp_max': 9.32, 'pressure': 1023, 'humidity': 84, 'sea_level': 1023, 'grnd_level': 1014}",10000.0,"{'speed': 2.47, 'deg': 326, 'gust': 3.4}",{'all': 46},1722582335.0,"{'country': 'ZA', 'sunrise': 1722576740, 'sunset': 1722614383}",7200.0,1015776.0,Bredasdorp,200.0,,,,,,,,,,,
13,,,,,,,,,,,,,,bredasdorp,-34.5322,20.0403,9.32,84.0,46.0,2.47,ZA,1722582335.0,,
14,"{'lon': -130.1015, 'lat': -25.066}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 20.87, 'feels_like': 21.18, 'temp_min': 20.87, 'temp_max': 20.87, 'pressure': 1017, 'humidity': 83, 'sea_level': 1017, 'grnd_level': 1008}",10000.0,"{'speed': 7.08, 'deg': 309, 'gust': 9.86}",{'all': 100},1722582336.0,"{'country': 'PN', 'sunrise': 1722525439, 'sunset': 1722564957}",-28800.0,4030723.0,Adamstown,200.0,,,,,,,,,,{'1h': 0.28},
15,,,,,,,,,,,,,,adamstown,-25.066,-130.1015,20.87,83.0,100.0,7.08,PN,1722582336.0,,
16,"{'lon': 70.2167, 'lat': -49.35}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,"{'temp': 4.21, 'feels_like': -2, 'temp_min': 4.21, 'temp_max': 4.21, 'pressure': 976, 'humidity': 99, 'sea_level': 976, 'grnd_level': 975}",326.0,"{'speed': 12.15, 'deg': 41, 'gust': 20.1}",{'all': 100},1722582337.0,"{'country': 'TF', 'sunrise': 1722566813, 'sunset': 1722600227}",18000.0,1546102.0,Port-aux-Français,200.0,,,,,,,,,,{'1h': 1.98},
17,,,,,,,,,,,,,,port-aux-francais,-49.35,70.2167,4.21,99.0,100.0,12.15,TF,1722582337.0,,
18,"{'lon': -72.3287, 'lat': 42.1584}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 21.07, 'feels_like': 21.61, 'temp_min': 19.73, 'temp_max': 22.35, 'pressure': 1013, 'humidity': 91, 'sea_level': 1013, 'grnd_level': 992}",10000.0,"{'speed': 0, 'deg': 0}",{'all': 0},1722582338.0,"{'type': 2, 'id': 2005808, 'country': 'US', 'sunrise': 1722591829, 'sunset': 1722643630}",-14400.0,4946620.0,Palmer,200.0,,,,,,,,,,,
19,,,,,,,,,,,,,,palmer,42.1584,-72.3287,22.35,91.0,0.0,0.0,US,1722582338.0,,
20,"{'lon': 158.4028, 'lat': 52.9306}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 22.15, 'feels_like': 22.56, 'temp_min': 22.15, 'temp_max': 22.15, 'pressure': 1009, 'humidity': 82, 'sea_level': 1009, 'grnd_level': 1008}",10000.0,"{'speed': 4.72, 'deg': 288, 'gust': 5.63}",{'all': 100},1722582339.0,"{'type': 1, 'id': 8887, 'country': 'RU', 'sunrise': 1722534348, 'sunset': 1722590364}",43200.0,2118647.0,Vilyuchinsk,200.0,,,,,,,,,,,
21,,,,,,,,,,,,,,vilyuchinsk,52.9306,158.4028,22.15,82.0,100.0,4.72,RU,1722582339.0,,
22,"{'lon': -117.286, 'lat': 56.2501}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 15.36, 'feels_like': 14.78, 'temp_min': 15.36, 'temp_max': 16.17, 'pressure': 1018, 'humidity': 70, 'sea_level': 1018, 'grnd_level': 973}",10000.0,"{'speed': 6.69, 'deg': 340, 'gust': 12.35}",{'all': 0},1722582340.0,"{'type': 2, 'id': 2010557, 'country': 'CA', 'sunrise': 1722599701, 'sunset': 1722657337}",-21600.0,6100069.0,Peace River,200.0,,,,,,,,,,,
23,,,,,,,,,,,,,,peace river,56.2501,-117.286,16.17,70.0,0.0,6.69,CA,1722582340.0,,
24,"{'lon': -68.5145, 'lat': 63.7506}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 4.83, 'feels_like': 3.11, 'temp_min': 4.83, 'temp_max': 4.85, 'pressure': 1012, 'humidity': 75, 'sea_level': 1012, 'grnd_level': 1006}",10000.0,"{'speed': 2.06, 'deg': 290}",{'all': 75},1722582101.0,"{'type': 2, 'id': 47658, 'country': 'CA', 'sunrise': 1722584975, 'sunset': 1722648653}",-14400.0,5983720.0,Iqaluit,200.0,,,,,,,,,,,
25,,,,,,,,,,,,,,iqaluit,63.7506,-68.5145,4.85,75.0,75.0,2.06,CA,1722582101.0,,
26,"{'lon': 26.891, 'lat': -33.5906}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 13.99, 'feels_like': 13.69, 'temp_min': 13.99, 'temp_max': 13.99, 'pressure': 1022, 'humidity': 86, 'sea_level': 1022, 'grnd_level': 1019}",10000.0,"{'speed': 2.24, 'deg': 270, 'gust': 4.02}",{'all': 90},1722582342.0,"{'type': 2, 'id': 2072861, 'country': 'ZA', 'sunrise': 1722574993, 'sunset': 1722612843}",7200.0,964432.0,Port Alfred,200.0,,,,,,,,,,,
27,,,,,,,,,,,,,,port alfred,-33.5906,26.891,13.99,86.0,90.0,2.24,ZA,1722582342.0,,
28,"{'lon': 38.9997, 'lat': -13.1256}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 22.98, 'feels_like': 22.56, 'temp_min': 22.98, 'temp_max': 22.98, 'pressure': 1023, 'humidity': 47, 'sea_level': 1023, 'grnd_level': 963}",10000.0,"{'speed': 4.32, 'deg': 163, 'gust': 6.16}",{'all': 0},1722582343.0,"{'country': 'MZ', 'sunrise': 1722570219, 'sunset': 1722611804}",7200.0,1037125.0,Montepuez,200.0,,,,,,,,,,,
29,,,,,,,,,,,,,,montepuez,-13.1256,38.9997,22.98,47.0,0.0,4.32,MZ,1722582343.0,,
30,"{'lon': -73.65, 'lat': -37.6167}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 10.88, 'feels_like': 10.48, 'temp_min': 10.88, 'temp_max': 10.88, 'pressure': 1001, 'humidity': 94, 'sea_level': 1001, 'grnd_level': 997}",10000.0,"{'speed': 5.19, 'deg': 337, 'gust': 9.79}",{'all': 99},1722582344.0,"{'country': 'CL', 'sunrise': 1722599570, 'sunset': 1722636523}",-14400.0,3883457.0,Lebu,200.0,,,,,,,,,,,
31,,,,,,,,,,,,,,lebu,-37.6167,-73.65,10.88,94.0,99.0,5.19,CL,1722582344.0,,
32,"{'lon': 150.4462, 'lat': -10.3069}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 23.19, 'feels_like': 24.02, 'temp_min': 23.19, 'temp_max': 23.19, 'pressure': 1014, 'humidity': 94, 'sea_level': 1014, 'grnd_level': 993}",10000.0,"{'speed': 2.65, 'deg': 164, 'gust': 6.19}",{'all': 100},1722582204.0,"{'country': 'PG', 'sunrise': 1722543254, 'sunset': 1722585277}",36000.0,2132895.0,Alotau,200.0,,,,,,,,,,,
33,,,,,,,,,,,,,,alotau,-10.3069,150.4462,23.19,94.0,100.0,2.65,PG,1722582204.0,,
34,"{'lon': -72.4875, 'lat': -51.7236}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 1.85, 'feels_like': -0.25, 'temp_min': 1.85, 'temp_max': 1.85, 'pressure': 990, 'humidity': 97, 'sea_level': 990, 'grnd_level': 987}",10000.0,"{'speed': 1.96, 'deg': 106, 'gust': 4.75}",{'all': 100},1722582346.0,"{'country': 'CL', 'sunrise': 1722601489, 'sunset': 1722634046}",-10800.0,3874958.0,Puerto Natales,200.0,,,,,,,,,,,
35,,,,,,,,,,,,,,puerto natales,-51.7236,-72.4875,1.85,97.0,100.0,1.96,CL,1722582346.0,,
36,"{'lon': -43.1742, 'lat': -19.9292}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 12.27, 'feels_like': 12.09, 'temp_min': 12.27, 'temp_max': 12.27, 'pressure': 1024, 'humidity': 97, 'sea_level': 1024, 'grnd_level': 934}",10000.0,"{'speed': 0.71, 'deg': 161, 'gust': 0.6}",{'all': 0},1722582347.0,"{'country': 'BR', 'sunrise': 1722590496, 'sunset': 1722630969}",-10800.0,3451095.0,Rio Piracicaba,200.0,,,,,,,,,,,
37,,,,,,,,,,,,,,rio piracicaba,-19.9292,-43.1742,12.27,97.0,0.0,0.71,BR,1722582347.0,,
38,"{'lon': 16.4901, 'lat': 13.6408}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 25.78, 'feels_like': 26.35, 'temp_min': 25.78, 'temp_max': 25.78, 'pressure': 1013, 'humidity': 74, 'sea_level': 1013, 'grnd_level': 979}",10000.0,"{'speed': 4.23, 'deg': 224, 'gust': 5.99}",{'all': 100},1722582348.0,"{'country': 'TD', 'sunrise': 1722573534, 'sunset': 1722619293}",3600.0,2427336.0,Moussoro,200.0,,,,,,,,,,,
39,,,,,,,,,,,,,,moussoro,13.6408,16.4901,25.78,74.0,100.0,4.23,TD,1722582348.0,,
40,"{'lon': 45.4833, 'lat': -25.3}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 22.54, 'feels_like': 22.39, 'temp_min': 22.54, 'temp_max': 22.54, 'pressure': 1025, 'humidity': 59, 'sea_level': 1025, 'grnd_level': 1017}",10000.0,"{'speed': 2.55, 'deg': 141, 'gust': 2.84}",{'all': 15},1722582299.0,"{'country': 'MG', 'sunrise': 1722569702, 'sunset': 1722609209}",10800.0,1054500.0,Tsiombe,200.0,,,,,,,,,,,
41,,,,,,,,,,,,,,tsiombe,-25.3,45.4833,22.54,59.0,15.0,2.55,MG,1722582299.0,,
42,"{'lon': 115.0667, 'lat': -33.95}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 13.99, 'feels_like': 12.96, 'temp_min': 13.99, 'temp_max': 13.99, 'pressure': 1024, 'humidity': 58, 'sea_level': 1024, 'grnd_level': 1018}",10000.0,"{'speed': 2.78, 'deg': 277, 'gust': 3.47}",{'all': 99},1722582351.0,"{'country': 'AU', 'sunrise': 1722553882, 'sunset': 1722591630}",28800.0,2066981.0,Margaret River,200.0,,,,,,,,,,,
43,,,,,,,,,,,,,,margaret river,-33.95,115.0667,13.99,58.0,99.0,2.78,AU,1722582351.0,,
44,"{'lon': 16.139, 'lat': 29.1614}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 28.12, 'feels_like': 27.99, 'temp_min': 28.12, 'temp_max': 28.12, 'pressure': 1013, 'humidity': 43, 'sea_level': 1013, 'grnd_level': 980}",10000.0,"{'speed': 0.95, 'deg': 327, 'gust': 1.85}",{'all': 0},1722582198.0,"{'country': 'LY', 'sunrise': 1722572198, 'sunset': 1722620798}",7200.0,2209055.0,Waddān,200.0,,,,,,,,,,,
45,,,,,,,,,,,,,,waddan,29.1614,16.139,28.12,43.0,0.0,0.95,LY,1722582198.0,,
46,"{'lon': -73.8092, 'lat': -42.6128}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 8.95, 'feels_like': 7.62, 'temp_min': 8.56, 'temp_max': 8.95, 'pressure': 995, 'humidity': 93, 'sea_level': 995, 'grnd_level': 986}",10000.0,"{'speed': 2.45, 'deg': 355, 'gust': 9.28}",{'all': 100},1722582353.0,"{'type': 2, 'id': 2043794, 'country': 'CL', 'sunrise': 1722600260, 'sunset': 1722635909}",-14400.0,3894871.0,Chonchi,200.0,,,,,,,,,,{'1h': 0.11},
47,,,,,,,,,,,,,,chonchi,-42.6128,-73.8092,8.95,93.0,100.0,2.45,CL,1722582353.0,,
48,"{'lon': 39.9485, 'lat': 56.0193}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 16.16, 'feels_like': 16.1, 'temp_min': 16.16, 'temp_max': 16.16, 'pressure': 1000, 'humidity': 87, 'sea_level': 1000, 'grnd_level': 985}",10000.0,"{'speed': 3.83, 'deg': 293, 'gust': 5.89}",{'all': 100},1722582354.0,"{'country': 'RU', 'sunrise': 1722561982, 'sunset': 1722619586}",10800.0,537107.0,Lakinsk,200.0,,,,,,,,,,,
49,,,,,,,,,,,,,,lakinsk,56.0193,39.9485,16.16,87.0,100.0,3.83,RU,1722582354.0,,
50,"{'lon': 169.4708, 'lat': -46.5619}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 4.83, 'feels_like': 4.83, 'temp_min': 4.83, 'temp_max': 4.83, 'pressure': 1029, 'humidity': 86, 'sea_level': 1029, 'grnd_level': 1012}",10000.0,"{'speed': 0.96, 'deg': 256, 'gust': 1.25}",{'all': 2},1722582355.0,"{'country': 'NZ', 'sunrise': 1722542526, 'sunset': 1722576874}",43200.0,2185172.0,Papatowai,200.0,,,,,,,,,,,
51,,,,,,,,,,,,,,papatowai,-46.5619,169.4708,4.83,86.0,2.0,0.96,NZ,1722582355.0,,
52,"{'lon': 140.3, 'lat': 35.1333}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 26.01, 'feels_like': 26.01, 'temp_min': 26.01, 'temp_max': 26.01, 'pressure': 1006, 'humidity': 82, 'sea_level': 1006, 'grnd_level': 1002}",10000.0,"{'speed': 4.34, 'deg': 75, 'gust': 5.76}",{'all': 0},1722582356.0,"{'country': 'JP', 'sunrise': 1722541713, 'sunset': 1722591688}",32400.0,2112309.0,Katsuura,200.0,,,,,,,,,,,
53,,,,,,,,,,,,,,katsuura,35.1333,140.3,26.01,82.0,0.0,4.34,JP,1722582356.0,,
54,"{'lon': 158.1611, 'lat': 6.9248}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,"{'temp': 27.41, 'feels_like': 31.8, 'temp_min': 27.41, 'temp_max': 27.41, 'pressure': 1009, 'humidity': 89, 'sea_level': 1009, 'grnd_level': 999}",10000.0,"{'speed': 2.57, 'deg': 140}",{'all': 75},1722582227.0,"{'type': 1, 'id': 7907, 'country': 'FM', 'sunrise': 1722540068, 'sunset': 1722584760}",39600.0,2081986.0,Palikir,200.0,,,,,,,,,,{'1h': 1.96},
55,,,,,,,,,,,,,,palikir - national government center,6.9248,158.1611,27.41,89.0,75.0,2.57,FM,1722582227.0,,
56,"{'lon': -159.775, 'lat': -21.2078}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 20.03, 'feels_like': 19.86, 'temp_min': 20.03, 'temp_max': 20.03, 'pressure': 1020, 'humidity': 68, 'sea_level': 1020, 'grnd_level': 1019}",10000.0,"{'speed': 1.03, 'deg': 150}",{'all': 75},1722582358.0,"{'type': 1, 'id': 7271, 'country': 'CK', 'sunrise': 1722532210, 'sunset': 1722572428}",-36000.0,4035715.0,Avarua,200.0,,,,,,,,,,,
57,,,,,,,,,,,,,,avarua,-21.2078,-159.775,20.03,68.0,75.0,1.03,CK,1722582358.0,,
58,"{'lon': -1.6985, 'lat': 54.868}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 13.98, 'feels_like': 13.76, 'temp_min': 12.77, 'temp_max': 15.28, 'pressure': 1010, 'humidity': 89, 'sea_level': 1010, 'grnd_level': 993}",10000.0,"{'speed': 1.03, 'deg': 0}",{'all': 0},1722582359.0,"{'type': 2, 'id': 2003619, 'country': 'GB', 'sunrise': 1722572317, 'sunset': 1722629241}",3600.0,8224783.0,Stanley,200.0,,,,,,,,,,,
59,,,,,,,,,,,,,,stanley,54.868,-1.6985,15.28,89.0,0.0,1.03,GB,1722582359.0,,
60,"{'lon': -152.4072, 'lat': 57.79}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 12.73, 'feels_like': 12.04, 'temp_min': 12.73, 'temp_max': 12.73, 'pressure': 1024, 'humidity': 76, 'sea_level': 1024, 'grnd_level': 1016}",10000.0,"{'speed': 3.09, 'deg': 310}",{'all': 0},1722582360.0,"{'type': 1, 'id': 7668, 'country': 'US', 'sunrise': 1722521137, 'sunset': 1722579965}",-28800.0,5866583.0,Saint Paul Harbor,200.0,,,,,,,,,,,
61,,,,,,,,,,,,,,kodiak,57.79,-152.4072,12.73,76.0,0.0,3.09,US,1722582360.0,,
62,"{'lon': 141.2906, 'lat': -6.1219}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 25.68, 'feels_like': 26.84, 'temp_min': 25.68, 'temp_max': 25.68, 'pressure': 1010, 'humidity': 97, 'sea_level': 1010, 'grnd_level': 1004}",10000.0,"{'speed': 1.38, 'deg': 147, 'gust': 5.19}",{'all': 100},1722582361.0,"{'country': 'PG', 'sunrise': 1722545125, 'sunset': 1722587801}",36000.0,2093846.0,Kiunga,200.0,,,,,,,,,,,
63,,,,,,,,,,,,,,kiunga,-6.1219,141.2906,25.68,97.0,100.0,1.38,PG,1722582361.0,,
64,"{'lon': 112.4, 'lat': 66.4167}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 17.91, 'feels_like': 16.77, 'temp_min': 17.91, 'temp_max': 17.91, 'pressure': 1010, 'humidity': 39, 'sea_level': 1010, 'grnd_level': 977}",10000.0,"{'speed': 2.69, 'deg': 215, 'gust': 3.49}",{'all': 100},1722582362.0,"{'country': 'RU', 'sunrise': 1722539702, 'sunset': 1722607091}",32400.0,2014624.0,Udachny,200.0,,,,,,,,,,,
65,,,,,,,,,,,,,,udachny,66.4167,112.4,17.91,39.0,100.0,2.69,RU,1722582362.0,,
66,"{'lon': 9.2396, 'lat': 10.4415}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 22.18, 'feels_like': 22.75, 'temp_min': 22.18, 'temp_max': 22.18, 'pressure': 1015, 'humidity': 88, 'sea_level': 1015, 'grnd_level': 935}",10000.0,"{'speed': 1.87, 'deg': 222, 'gust': 4.06}",{'all': 100},1722582363.0,"{'country': 'NG', 'sunrise': 1722575534, 'sunset': 1722620774}",3600.0,2332337.0,Lame,200.0,,,,,,,,,,,
67,,,,,,,,,,,,,,lame,10.4415,9.2396,22.18,88.0,100.0,1.87,NG,1722582363.0,,
68,"{'lon': -76.8, 'lat': -7.2833}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 21.45, 'feels_like': 21.69, 'temp_min': 21.45, 'temp_max': 21.45, 'pressure': 1015, 'humidity': 78, 'sea_level': 1015, 'grnd_level': 947}",10000.0,"{'speed': 0.67, 'deg': 253, 'gust': 0.52}",{'all': 17},1722582364.0,"{'country': 'PE', 'sunrise': 1722597549, 'sunset': 1722640056}",-18000.0,3696267.0,Huicungo,200.0,,,,,,,,,,,
69,,,,,,,,,,,,,,huicungo,-7.2833,-76.8,21.45,78.0,17.0,0.67,PE,1722582364.0,,
70,"{'lon': -73.9662, 'lat': 42.6001}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 20.19, 'feels_like': 20.2, 'temp_min': 18.47, 'temp_max': 21.56, 'pressure': 1014, 'humidity': 74, 'sea_level': 1014, 'grnd_level': 986}",10000.0,"{'speed': 0.89, 'deg': 5, 'gust': 1.34}",{'all': 16},1722582365.0,"{'type': 2, 'id': 19530, 'country': 'US', 'sunrise': 1722592155, 'sunset': 1722644090}",-14400.0,5106841.0,Albany,200.0,,,,,,,,,,,
71,,,,,,,,,,,,,,albany,42.6001,-73.9662,21.56,74.0,16.0,0.89,US,1722582365.0,,
72,"{'lon': -8.7187, 'lat': 70.9221}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 5.76, 'feels_like': 1.05, 'temp_min': 5.76, 'temp_max': 5.76, 'pressure': 1013, 'humidity': 94, 'sea_level': 1013, 'grnd_level': 1012}",10000.0,"{'speed': 8.36, 'deg': 111, 'gust': 12.2}",{'all': 86},1722582367.0,"{'country': 'SJ', 'sunrise': 1722562850, 'sunset': 1722642078}",7200.0,7535941.0,Olonkinbyen,200.0,,,,,,,,,,,
73,,,,,,,,,,,,,,olonkinbyen,70.9221,-8.7187,5.76,94.0,86.0,8.36,SJ,1722582367.0,,
74,"{'lon': 102.6619, 'lat': 58.0006}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 24.82, 'feels_like': 24.3, 'temp_min': 24.82, 'temp_max': 24.82, 'pressure': 1006, 'humidity': 36, 'sea_level': 1006, 'grnd_level': 976}",10000.0,"{'speed': 1.33, 'deg': 345, 'gust': 1.47}",{'all': 30},1722582290.0,"{'country': 'RU', 'sunrise': 1722546286, 'sunset': 1722605181}",28800.0,2013952.0,Ust'-Ilimsk,200.0,,,,,,,,,,,
75,,,,,,,,,,,,,,ust'-ilimsk,58.0006,102.6619,24.82,36.0,30.0,1.33,RU,1722582290.0,,
76,"{'lon': 63.95, 'lat': 67.5833}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 23.53, 'feels_like': 23.32, 'temp_min': 23.53, 'temp_max': 23.53, 'pressure': 1003, 'humidity': 53, 'sea_level': 1003, 'grnd_level': 982}",10000.0,"{'speed': 5.18, 'deg': 104, 'gust': 5.73}",{'all': 59},1722582369.0,"{'country': 'RU', 'sunrise': 1722550362, 'sunset': 1722619686}",10800.0,1486913.0,Vorgashor,200.0,,,,,,,,,,{'1h': 0.18},
77,,,,,,,,,,,,,,vorgashor,67.5833,63.95,23.53,53.0,59.0,5.18,RU,1722582369.0,,
78,"{'lon': -90.3518, 'lat': -0.7393}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 18.98, 'feels_like': 19.31, 'temp_min': 18.98, 'temp_max': 18.98, 'pressure': 1016, 'humidity': 91, 'sea_level': 1016, 'grnd_level': 1009}",10000.0,"{'speed': 3.09, 'deg': 190, 'gust': 4.54}",{'all': 33},1722582370.0,"{'country': 'EC', 'sunrise': 1722600302, 'sunset': 1722643808}",-21600.0,3652764.0,Puerto Ayora,200.0,,,,,,,,,,,
79,,,,,,,,,,,,,,puerto ayora,-0.7393,-90.3518,18.98,91.0,33.0,3.09,EC,1722582370.0,,
